一级分类,二级分类,商品URL,商品名称,商店名称
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8098010.aspx,华凌空调 【新年开门红】 新一级能效 变频冷暖 家用客厅圆柱立式柜机 智能自清洁 除湿家电 以旧换新 2匹 一级能效 KFR-51LW/N8,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8097331.aspx,家装季：华凌空调新一级能效变频冷暖大风口1匹客厅卧室挂式空调挂机智能遥控京东小家 KFR-26GW/N8HL1以旧换新,京东自营
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8097022.aspx,华凌空调新一级能效变频冷暖大风口1.5匹卧室挂式空调升级电量查询KFR-35GW/N8HL pro 1.5匹 一级能效 HL1Pro,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8096830.aspx,海信（Hisense）1.5匹/1匹新一级节能空调挂机 一键防直吹 变频冷暖 自清洁 手机遥控 卧室空调壁挂式 1.5匹 一级能效 35E2,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8096406.aspx,TCL 空调 大1匹 新三级能效 变频冷暖 第六感 卧室壁挂式空调挂机KFRd-26GW/D-XQ11Bp(B3)以旧换新,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8095227.aspx,华凌【工厂直供】空调挂机 冷暖变频 三级能效 蓝牙WIFI 壁挂式自清洁客厅空调 以旧换新 大1匹 三级能效 KFR-26GW/N8HA3Ⅱ,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8094852.aspx,华凌空调【新年开门红】新三级能效 变频冷暖 家用卧室壁挂式空调挂机防直吹自清洁手机智能 以旧换新 1匹 三级能效 KFR-26GW/N8HA,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8094767.aspx,家装季、PLUS会员：海尔空调挂机劲爽1.5匹除醛速冷热新一级能效节能变频家用空调 壁挂式冷媒变流WIFI净化空气大风量低音 1.5匹 一级,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8092182.aspx,美的（Midea）新风空调 大1匹 静新风 新一级能效 变频冷暖除湿 壁挂式智能空调挂机 KFR-26GW/N8XF1-1定制版,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8091794.aspx,美的（Midea）空调大1P/1.5P挂机 新一级能效 智能变频冷暖 防直吹壁挂式空调 卧室挂式 家电以旧换新 1.5匹 一级能效 风酷二代,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8090813.aspx,小米2匹 自然风 新一级能效 变频冷暖 智能互联 壁挂式卧室挂机 KFR-50GW/M2A1 以旧换新,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8087482.aspx,19:30截止、以旧换新、PLUS会员：奥克斯（AUX）空调1.5匹挂机  空调挂机 自清洁 变频速冷暖 低噪节能 以旧换新 壁挂式家用 1,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8087118.aspx,[苏宁自营]1.5匹 新三级变频 海信空调急速冷暖 WIFI智能防直吹壁挂式卧室挂机 KFR-35GW/E370-X3,苏宁易购
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8086858.aspx,TCL 空调大1匹 新一级省电 变频冷暖智能 卧室壁挂式空调挂机KFRd-26GW/D-STA11Bp(B1)以旧换新,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8085351.aspx,美的（Midea）大1匹 风尊 时尚版 新一级能效 变频冷暖 独立除湿 壁挂式空调挂机 智能家电 KFR-26GW/N8MXC1,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8085023.aspx,华凌【新年开门红】空调柜机大2P/3匹一级变频冷暖高温自清洁手机智能 大风量客厅立式空调 以旧换新 3匹 一级能效 变频柜机 HB1A 默认,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8085004.aspx,华凌【新年开门红】空调 1.5匹新一级能效 变频冷暖大风口 客厅卧室空调挂机 升级电量查询防直吹 1.5匹 一级能效 35GW/N8HL1p,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8084788.aspx,华凌空调 【工厂直供】1.5匹新一级能效 变频冷暖 超大风口 客厅卧室空调挂机 升级电量查询防直吹 1.5匹 一级能效 35GW/N8HL1,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8084771.aspx,华凌空调 【新年开门红】 新一级能效 变频冷暖 家用客厅圆柱立式柜机 智能自清洁 除湿家电 以旧换新 3匹 一级能效 KFR-72LW/N8,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8084483.aspx,华凌【新年开门红】空调柜机大2P/3匹一级变频冷暖高温自清洁手机智能 大风量客厅立式空调 以旧换新 3匹 一级能效 变频柜机 A1Ⅱ 默认1,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8084303.aspx,华凌空调 【工厂直供】1.5匹新一级能效 变频冷暖 超大风口 客厅卧室空调挂机 升级电量查询防直吹 1.5匹 一级能效 35GW/N8HE1,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8083500.aspx,小米（MI）小米米家新风/自然风/柔风/巨省电3匹P立式柜机新一级能效智能互联语音远程控制自清洁空调 3匹 一级能效 自然风空调【R1A1】,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8083218.aspx,海信（Hisense）空调 大1匹 速冷热 大风量 新一级 柔风感 智能变频 自清洁 一键防直吹 冷暖卧室壁挂式 空调挂机 大1匹 一级能效,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8082449.aspx,家装季、PLUS会员：科龙（KELON）【空调3匹挂机】 新一级能效 壁挂式空调挂机 变频冷暖 内外机自清洁 客厅空调 大风量 3匹 一级能,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8082432.aspx,以旧换新：卡萨帝（Casarte） 1.5匹 星云 离子洗空气技术 复合软风 壁挂式空调挂机 一级能效 智能变频 卧室CAS3516BAA(,京东自营
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8082421.aspx,家装季：海尔（Haier）空调 劲爽除醛版 3匹新一级能效节能变频冷暖柜机家用空调 净化空调大风量冷媒变流智能省电自清洁 3匹 一级能效 四,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8081630.aspx,卡萨帝（Casarte）1.5匹 星云 复合软风 舒适除湿 壁挂式空调挂机 一级能效 智能变频 卧室 CAS3516BAC(81)U1,京东自营
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8081516.aspx,以旧换新、PLUS会员：海尔（Haier）新一级能效 3匹 雷神者II 变频冷暖 客厅空调立式柜机 新风空调 KFR-72LW/28LBC8,京东自营
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8081404.aspx,威力（WEILI）空调挂机新能效1.5匹冷暖空调变频省电静音壁挂式 家用出租房酒店公寓智能自清洁定速除湿一级能效 大1匹 套装 单冷-纯铜管,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8079565.aspx,海尔空调怎么选？就看这几款优秀机型，性价比也很高,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8080225.aspx,华凌空调立式柜机 2匹/3匹 新一 三级能效变频冷暖 节能大风口自清洁立式空调柜机 手机遥控 3匹 一级能效 变频冷暖升级款,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8080040.aspx,华凌【新年开门红】空调挂机一级全直流变频节能家用卧室壁挂式美居APP冷暖空调以旧换新 1.5匹 一级能效 KFR-35GW/N8HA1Ⅱ,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8079662.aspx,以旧换新、PLUS会员：科龙空调 新一级能效 变频节能 壁挂式挂机空调冷暖挂机变频省电卧室自清洁空调智能wifi 大1.5匹 一级能效 35,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8077997.aspx,华凌空调 挂机1.5匹 新一级变频冷暖挂机大风口客厅卧室空调智能遥控升级电量查询 1.5匹 一级能效 客户优选-HL1Pro,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8077331.aspx,康佳（KONKA）空调 家用节能 新能效 独立除湿 大风量卧室出租房宿舍壁挂式空调挂机 1匹 五级能效 无制热【8-12㎡】 全国联保,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8072066.aspx,海信（Hisense）3匹空调挂机 新一级能效 变频节能冷暖 家用客厅壁挂式商用2匹挂机 低音大风量 手机智能K220 2匹 一级能效 10,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8070547.aspx,以旧换新、PLUS会员：海尔（Haier）2匹 静悦 新一级变频冷暖 客厅圆柱空调立式柜机 京东小家智能 KFR-50LW/03KCA81U,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8068482.aspx,小米（MI）（MI）小米空调2匹变频圆柱式巨省电新风高效制冷/热 新能效低噪自清洁智能设计互联网空调 2匹|新风空调|新一级能效 51LW/,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8067867.aspx,PLUS会员：海尔（Haier）空调 劲爽除醛版 1.5匹一级能效节能变频冷暖壁挂式空调挂机 冷媒变流智能省电WIFI净化空气大风量 1.5,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8067431.aspx,科龙（KELON）空调 2匹 新一级能效 舒适柔风 变频冷暖 圆柱立式柜机 健康自清洁 郁金香KFR-50LW/VEA1(1P60),京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8065678.aspx,申花（SHENHUA）变频 壁挂式 空调挂机 家用 节能省电 全铜管 简约百搭  独立除湿 低噪 1匹 一级能效 【单冷】节能变频 不含安装,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8064734.aspx,科龙空调 1匹空调 节能变频 冷暖柔风感大风量除湿自清洁空调卧室出租房 壁挂式挂机空调  25QD1,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8061034.aspx,华凌空调立式柜机 2匹/3匹 新一 三级能效变频冷暖 节能大风口自清洁立式空调柜机 手机遥控 3匹 一级能效 变频升级大风口,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8060750.aspx,华凌柜机空调立式 新一级能效空调立式 超大风口高温蒸汽自洁 客厅立式空调柜机节能省电 以旧换新 3匹 一级能效 KFR-72LW/N8HB1,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8060183.aspx,科龙（KELON）空调挂机1.5匹 大风量速冷暖 一级变频节能省电 16分贝低音静眠 卧室空调壁挂 以旧换新 24年新品 1.5匹 一级能效,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8056132.aspx,海尔（Haier）空调挂机净畅1.5匹家用新一级能效节能可变分流变频空调壁挂式强劲冷暖防直吹自清洁独立除湿WIFI 1.5匹净畅香槟色+自清,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8056014.aspx,家装季、PLUS会员：海尔空调挂机劲爽大1匹/1.5匹 速冷热新一级能效节能变频家用空调 壁挂式防直吹冷媒变流WIFI智控护眠 1.5匹 一,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8055921.aspx,家装季：TCL空调大1.5/2匹 真省电Pro 空调挂机 超一级能效省电40% 家用大风量变频冷暖 壁挂式卧室防直吹空调 大1.5匹 一级能,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8055576.aspx,海尔空调柜机劲爽3匹除醛速冷热新一级能效节能变频家用空调 净化空气大风量四季洁净除菌自清洁 WIFI 3匹 一级能效 除醛空调,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_8055565.aspx,海尔空调挂机劲爽1.5匹除醛速冷热新一级能效节能变频家用空调 壁挂式冷媒变流WIFI净化空气大风量低音 1.5匹 一级能效 净化空气四季除醛,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_7676722.aspx,大部分的人都不懂空调,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_7657933.aspx,2k档位的空调还是只考虑华凌吗？,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_7494643.aspx,??京东自营买了空调，价保用了三天时间。,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_7294858.aspx,慢友们  你们说我该怎么要回这50元钱,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_7079107.aspx,吐槽一下格力空调,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_7079178.aspx,只有66平的小家，谁来看都说这装修真可以！??,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_7079179.aspx,只有66平的小家，谁来看都说这装修真可以！??,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_7065804.aspx,空调一般保修六年，原来过六年真容易坏！,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_7044464.aspx,2匹空调挂机选什么？（个人觉得）,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6930414.aspx,惊！阿里喵某达居然玩狸猫换太子？,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6926795.aspx,柜式空调的保养维护,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6918334.aspx,新买的移动式空调制冷不错，就是排气管真的丑而且宣传页完全看不到,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6840340.aspx,我的最新选择：美的纤白1.5匹挂机，无风感真的是智商税吗？,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6875376.aspx,买空调的看过来，2023性价比1.5P空调型号推荐,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6874816.aspx,简约时尚的华凌空调,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6840599.aspx,夏日必备！让你一夏凉爽舒适??,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6739662.aspx,你家空调空调抽真空了吗？,话题
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6530869.aspx,PLUS会员、以旧换新：格力（GREE）大1匹 云恬 新1级能效 变频 自清洁 智能 壁挂式空调挂机KFR-26GW/NhAe1BG珊瑚玉色,京东自营
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6395900.aspx,PLUS会员：海信（Hisense）空调挂机 变频家用 高温自清洁 节能  快冷速热 卧室空调壁挂式 1.5匹一级能效丨KFR-35GW/A,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6386162.aspx,PLUS会员：华凌空调 新能效 变频冷暖 自清洁 1匹 客厅卧室挂式空调挂机KFR-26GW/N8HA3 1匹新能效挂机,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6386085.aspx,PLUS会员：华凌2匹新能效 变频冷暖 大风量 智能互联 高温智清洁 卧室客厅空调挂机 KFR-50GW/N8HL3,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6380541.aspx,PLUS会员：TCL空调新一级能效变频冷暖 智能壁挂式空调 快速制冷 强力除湿STA22BP(B1)净润风 大1.5匹健康智清洁适用：15-,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6369702.aspx,PLUS会员：小米空调1.5匹  冷暖变频空调 新能效节能省电智能自清洁壁挂式卧室挂机 小爱语音智控 以旧换新 大1匹【单*冷无制热丨五级定,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6367116.aspx,17日20点、PLUS会员：华凌空调新一级变频冷暖 大风口客厅卧室挂式空调挂机手机控制 升级电量查询 以旧换新 自清洁空调 1.5匹升级款K,京东自营
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6352074.aspx,PLUS会员：美的风尊空调挂机  省电一级 全直流变频 冷暖两用家用卧室壁挂式空调 WiFi智控 1.5匹：风尊科技版MXC1,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6331979.aspx,PLUS会员：TCL大1匹P空调 郁金香 单冷定频空调 快速制冷强力除湿家用卧室挂机壁挂式空调挂机 以旧换新 大1匹新能效单冷空调适用：8-,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6316243.aspx,PLUS会员：大金空调(DAIKIN)二级能效 E-MAX 7系列变频冷暖 自清洁挂机 室内  以旧换新 A/FTXS236WC-W白色康达,京东商城
大家电、生活电器,空调,http://cu.manmanbuy.com/discuxiao_6315555.aspx,PLUS会员：松下（Panasonic）20倍纳诺怡除菌净化空气新一级能效直流变频冷暖 内部自清洁一键睡眠壁挂式空调挂机 原装压缩机 1.5,京东商城
